"","area","st","occ_code","occ_title","tot_emp","h_mean","a_mean","h_median","a_median","year","State","Est_Population"
"289","30","MT",1020,"dentists",250,25.65,53350,19.86,41300,2000,"Montana",903773
"290","30","MT",1062,"family and general practitioners",390,59.35,123450,65.98,137240,2000,"Montana",903773
"291","30","MT",1141,"registered nurses",7490,18.14,37740,17.71,36830,2000,"Montana",903773
"292","30","MT",2021,"dental hygienists",690,23.77,49450,24.28,50510,2000,"Montana",903773
"293","31","NE",1020,"dentists",540,55.27,114960,53.06,110370,2000,"Nebraska",1713820
"294","31","NE",1062,"family and general practitioners",940,60.11,125030,64.7,134580,2000,"Nebraska",1713820
"295","31","NE",1141,"registered nurses",15660,18.63,38750,18.67,38830,2000,"Nebraska",1713820
"296","31","NE",2021,"dental hygienists",720,23.03,47910,23.61,49110,2000,"Nebraska",1713820
"297","32","NV",1020,"dentists",830,61.18,127260,NA,NA,2000,"Nevada",2018741
"298","32","NV",1062,"family and general practitioners",540,63.51,132090,NA,NA,2000,"Nevada",2018741
"299","32","NV",1141,"registered nurses",11310,24.62,51200,24.25,50440,2000,"Nevada",2018741
"300","32","NV",2021,"dental hygienists",830,35.66,74180,36.93,76820,2000,"Nevada",2018741
"301","33","NH",1020,"dentists",760,40.69,84640,45.26,94130,2000,"New Hampshire",1239882
"302","33","NH",1062,"family and general practitioners",660,58.85,122410,NA,NA,2000,"New Hampshire",1239882
"303","33","NH",1141,"registered nurses",11370,20.31,42240,19.99,41580,2000,"New Hampshire",1239882
"304","33","NH",2021,"dental hygienists",690,25.56,53160,25.56,53170,2000,"New Hampshire",1239882
"305","34","NJ",1020,"dentists",3790,58.27,121200,NA,NA,2000,"New Jersey",8430621
"306","34","NJ",1062,"family and general practitioners",3360,56.37,117250,64.53,134230,2000,"New Jersey",8430621
"307","34","NJ",1141,"registered nurses",72620,24.5,50950,24.57,51110,2000,"New Jersey",8430621
"308","34","NJ",2021,"dental hygienists",3950,26.31,54730,27.3,56790,2000,"New Jersey",8430621
"309","35","NM",1020,"dentists",470,51.77,107690,59.63,124030,2000,"New Mexico",1821204
"310","35","NM",1062,"family and general practitioners",1830,52.1,108370,52.87,109960,2000,"New Mexico",1821204
"311","35","NM",1141,"registered nurses",10400,20.73,43110,20.4,42430,2000,"New Mexico",1821204
"312","35","NM",2021,"dental hygienists",560,25.76,53590,25.25,52510,2000,"New Mexico",1821204
"313","36","NY",1020,"dentists",6050,47.16,98100,43.45,90380,2000,"New York",19001780
"314","36","NY",1062,"family and general practitioners",6400,47.75,99320,49.97,103930,2000,"New York",19001780
"315","36","NY",1141,"registered nurses",159670,24.36,50660,24.01,49930,2000,"New York",19001780
"316","36","NY",2021,"dental hygienists",11140,22.72,47250,23.02,47880,2000,"New York",19001780
"317","37","NC",1020,"dentists",3240,46.45,96620,51.52,107160,2000,"North Carolina",8081614
"318","37","NC",1062,"family and general practitioners",3530,56.51,117530,63.5,132090,2000,"North Carolina",8081614
"319","37","NC",1141,"registered nurses",60940,20.79,43250,20.22,42050,2000,"North Carolina",8081614
"320","37","NC",2021,"dental hygienists",4940,21.56,44850,23.33,48530,2000,"North Carolina",8081614
"321","38","ND",1020,"dentists",NA,46.41,96530,43.17,89790,2000,"North Dakota",642023
"322","38","ND",1062,"family and general practitioners",330,56.22,116930,63.68,132450,2000,"North Dakota",642023
"323","38","ND",1141,"registered nurses",6550,19.6,40760,19.02,39560,2000,"North Dakota",642023
"324","38","ND",2021,"dental hygienists",400,22.75,47310,23.75,49400,2000,"North Dakota",642023
"325","39","OH",1020,"dentists",NA,62.25,129480,NA,NA,2000,"Ohio",11363543
"326","39","OH",1062,"family and general practitioners",7880,55.06,114530,58.48,121640,2000,"Ohio",11363543
"327","39","OH",1141,"registered nurses",100540,20.81,43280,20.31,42250,2000,"Ohio",11363543
"328","39","OH",2021,"dental hygienists",7080,23.94,49790,24.21,50370,2000,"Ohio",11363543
"329","40","OK",1020,"dentists",1310,51.51,107140,61.15,127190,2000,"Oklahoma",3454365
"330","40","OK",1062,"family and general practitioners",1890,54.05,112420,58.17,121000,2000,"Oklahoma",3454365
"331","40","OK",1141,"registered nurses",22200,19.36,40260,19.1,39720,2000,"Oklahoma",3454365
"332","40","OK",2021,"dental hygienists",1250,22.89,47600,24.06,50050,2000,"Oklahoma",3454365
"333","41","OR",1062,"family and general practitioners",1090,51.14,106360,51.43,106980,2000,"Oregon",3429708
"334","41","OR",1141,"registered nurses",24180,23.66,49210,23.83,49570,2000,"Oregon",3429708
"335","41","OR",2021,"dental hygienists",1570,27.9,58030,28.68,59660,2000,"Oregon",3429708
"336","42","PA",1020,"dentists",4110,54.14,112620,66.63,138600,2000,"Pennsylvania",12284173
"337","42","PA",1062,"family and general practitioners",7060,53.5,111270,61.35,127610,2000,"Pennsylvania",12284173
"338","42","PA",1141,"registered nurses",110720,21.12,43940,20.89,43450,2000,"Pennsylvania",12284173
"339","42","PA",2021,"dental hygienists",7870,20.3,42220,20.61,42860,2000,"Pennsylvania",12284173
"340","44","RI",1020,"dentists",430,59.26,123260,66.04,137360,2000,"Rhode Island",1050268
"341","44","RI",1062,"family and general practitioners",440,50.37,104770,49.68,103340,2000,"Rhode Island",1050268
"342","44","RI",1141,"registered nurses",11130,22.88,47590,22.75,47320,2000,"Rhode Island",1050268
"343","44","RI",2021,"dental hygienists",490,24.34,50620,24.77,51520,2000,"Rhode Island",1050268
"344","45","SC",1020,"dentists",1590,53.05,110350,52.59,109380,2000,"South Carolina",4024223
"345","45","SC",1062,"family and general practitioners",1030,57.88,120400,64.81,134800,2000,"South Carolina",4024223
"346","45","SC",1141,"registered nurses",26320,21.71,45150,20.72,43090,2000,"South Carolina",4024223
"347","45","SC",2021,"dental hygienists",1410,25.69,53440,24.77,51520,2000,"South Carolina",4024223
"348","46","SD",1020,"dentists",280,35.23,73290,31.06,64610,2000,"South Dakota",755844
"349","46","SD",1062,"family and general practitioners",380,45.46,94570,49.29,102510,2000,"South Dakota",755844
"350","46","SD",1141,"registered nurses",8140,18.38,38230,17.89,37210,2000,"South Dakota",755844
"351","46","SD",2021,"dental hygienists",280,19.56,40680,19.57,40710,2000,"South Dakota",755844
"352","47","TN",1020,"dentists",780,54.05,112410,NA,NA,2000,"Tennessee",5703719
"353","47","TN",1062,"family and general practitioners",2380,49.91,103810,51.47,107060,2000,"Tennessee",5703719
"354","47","TN",1141,"registered nurses",50610,21.31,44330,19.54,40630,2000,"Tennessee",5703719
"355","47","TN",2021,"dental hygienists",1580,25.78,53610,24.04,50000,2000,"Tennessee",5703719
"356","48","TX",1020,"dentists",5050,53.92,112150,56.16,116810,2000,"Texas",20944499
"357","48","TX",1062,"family and general practitioners",6260,52.37,108920,61.62,128170,2000,"Texas",20944499
"358","48","TX",1141,"registered nurses",132880,20.97,43620,20.37,42360,2000,"Texas",20944499
"359","48","TX",2021,"dental hygienists",5280,25.01,52020,25.05,52090,2000,"Texas",20944499
"360","49","UT",1020,"dentists",920,41.8,86950,46.87,97490,2000,"Utah",2244502
"361","49","UT",1062,"family and general practitioners",1120,58.26,121180,69.13,143790,2000,"Utah",2244502
"362","49","UT",1141,"registered nurses",13750,21,43680,20.66,42980,2000,"Utah",2244502
"363","49","UT",2021,"dental hygienists",1210,33.61,69900,28.98,60280,2000,"Utah",2244502
"364","50","VT",1020,"dentists",300,46.83,97400,49.32,102590,2000,"Vermont",609618
"365","50","VT",1062,"family and general practitioners",340,45.9,95480,48.92,101760,2000,"Vermont",609618
"366","50","VT",1141,"registered nurses",4800,20.43,42490,20,41600,2000,"Vermont",609618
"367","50","VT",2021,"dental hygienists",620,19.48,40510,19.61,40790,2000,"Vermont",609618
"368","51","VA",1020,"dentists",2200,57.79,120200,NA,NA,2000,"Virginia",7105817
"369","51","VA",1062,"family and general practitioners",3520,53.4,111070,54.31,112970,2000,"Virginia",7105817
"370","51","VA",1141,"registered nurses",46160,20.85,43370,20.12,41850,2000,"Virginia",7105817
"371","51","VA",2021,"dental hygienists",3640,28.51,59290,28.02,58280,2000,"Virginia",7105817
"372","53","WA",1020,"dentists",990,59.88,124550,69.38,144320,2000,"Washington",5910512
"373","53","WA",1062,"family and general practitioners",3650,54.65,113680,57.74,120090,2000,"Washington",5910512
"374","53","WA",1141,"registered nurses",42380,24.22,50380,24.02,49950,2000,"Washington",5910512
"375","53","WA",2021,"dental hygienists",5670,32.22,67020,32.03,66620,2000,"Washington",5910512
"376","54","WV",1020,"dentists",390,48.59,101060,48.09,100030,2000,"West Virginia",1807021
"377","54","WV",1062,"family and general practitioners",1050,57.21,119000,61.09,127070,2000,"West Virginia",1807021
"378","54","WV",1141,"registered nurses",15910,18.8,39090,17.74,36900,2000,"West Virginia",1807021
"379","54","WV",2021,"dental hygienists",440,17.45,36300,17.65,36710,2000,"West Virginia",1807021
"380","55","WI",1020,"dentists",1850,54.43,113210,60.48,125800,2000,"Wisconsin",5373999
"381","55","WI",1062,"family and general practitioners",2410,56.21,116920,63.06,131170,2000,"Wisconsin",5373999
"382","55","WI",1141,"registered nurses",47940,21.61,44960,20.81,43290,2000,"Wisconsin",5373999
"383","55","WI",2021,"dental hygienists",3230,23.06,47960,23.97,49860,2000,"Wisconsin",5373999
"384","56","WY",1020,"dentists",100,54.23,112800,52.17,108520,2000,"Wyoming",494300
"385","56","WY",1062,"family and general practitioners",210,55.12,114660,54.51,113380,2000,"Wyoming",494300
"386","56","WY",1141,"registered nurses",3510,17.93,37290,17.84,37110,2000,"Wyoming",494300
"387","56","WY",2021,"dental hygienists",320,23.84,49580,24.29,50520,2000,"Wyoming",494300
"388","01","AL",1020,"dentists",840,55.73,115910,NA,NA,2001,"Alabama",4467634
"389","01","AL",1062,"family and general practitioners",1350,54.88,114150,56.3,117100,2001,"Alabama",4467634
"390","01","AL",1141,"registered nurses",34880,20.44,42510,19.99,41580,2001,"Alabama",4467634
"391","01","AL",2021,"dental hygienists",2280,15.56,32370,15.81,32890,2001,"Alabama",4467634
"392","02","AK",1020,"dentists",NA,59.26,123250,NA,NA,2001,"Alaska",633714
"393","02","AK",1062,"family and general practitioners",270,55.07,114550,61.15,127200,2001,"Alaska",633714
"394","02","AK",1141,"registered nurses",4700,26.26,54620,26.13,54360,2001,"Alaska",633714
"395","02","AK",2021,"dental hygienists",450,30.43,63290,33.09,68830,2001,"Alaska",633714
"396","04","AZ",1020,"dentists",2370,64.98,135150,NA,NA,2001,"Arizona",5273477
"397","04","AZ",1062,"family and general practitioners",2100,58.72,122140,67.9,141230,2001,"Arizona",5273477
"398","04","AZ",1141,"registered nurses",30070,22.83,47480,22.23,46240,2001,"Arizona",5273477
"399","04","AZ",2021,"dental hygienists",2900,30.54,63520,33.01,68660,2001,"Arizona",5273477
"400","05","AR",1020,"dentists",510,55.56,115560,60.78,126430,2001,"Arkansas",2691571
"401","05","AR",1062,"family and general practitioners",1000,58.47,121620,63.89,132880,2001,"Arkansas",2691571
"402","05","AR",1141,"registered nurses",18110,19.05,39630,18.44,38360,2001,"Arkansas",2691571
"403","05","AR",2021,"dental hygienists",1190,20.71,43080,23.13,48120,2001,"Arkansas",2691571
"404","06","CA",1020,"dentists",8790,59.69,124160,NA,NA,2001,"California",34479458
"405","06","CA",1062,"family and general practitioners",12040,41.16,85610,44.73,93040,2001,"California",34479458
"406","06","CA",1141,"registered nurses",201070,27.85,57940,27.36,56900,2001,"California",34479458
"407","06","CA",2021,"dental hygienists",18720,38.58,80250,38.23,79520,2001,"California",34479458
"408","08","CO",1020,"dentists",1480,63.96,133040,NA,NA,2001,"Colorado",4425687
"409","08","CO",1062,"family and general practitioners",700,51.29,106690,52.1,108370,2001,"Colorado",4425687
"410","08","CO",1141,"registered nurses",29520,22.78,47390,22.56,46930,2001,"Colorado",4425687
"411","08","CO",2021,"dental hygienists",2720,30.52,63480,32.2,66980,2001,"Colorado",4425687
"412","09","CT",1020,"dentists",1760,51.5,107120,52.17,108510,2001,"Connecticut",3432835
"413","09","CT",1062,"family and general practitioners",1610,56.28,117060,59.62,124000,2001,"Connecticut",3432835
"414","09","CT",1141,"registered nurses",31330,25.55,53150,25.31,52640,2001,"Connecticut",3432835
"415","09","CT",2021,"dental hygienists",2980,27.66,57540,28.78,59850,2001,"Connecticut",3432835
"416","10","DE",1020,"dentists",270,47.34,98470,45.34,94300,2001,"Delaware",795699
"417","10","DE",1062,"family and general practitioners",630,43.16,89780,39.83,82840,2001,"Delaware",795699
"418","10","DE",1141,"registered nurses",6280,25.41,52860,24.98,51950,2001,"Delaware",795699
"419","10","DE",2021,"dental hygienists",510,22.76,47340,24.26,50450,2001,"Delaware",795699
"420","11","DC",1020,"dentists",260,45,93590,36.27,75430,2001,"District of Columbia",574504
"421","11","DC",1062,"family and general practitioners",2960,35.9,74670,21.27,44240,2001,"District of Columbia",574504
"422","11","DC",1141,"registered nurses",7940,25.82,53700,25.58,53200,2001,"District of Columbia",574504
"423","11","DC",2021,"dental hygienists",180,23.49,48850,22.64,47090,2001,"District of Columbia",574504
"424","12","FL",1020,"dentists",5570,52.54,109270,63.01,131050,2001,"Florida",16356966
"425","12","FL",1062,"family and general practitioners",10070,56.79,118120,65.69,136640,2001,"Florida",16356966
"426","12","FL",1141,"registered nurses",144350,21.81,45370,20.99,43660,2001,"Florida",16356966
"427","12","FL",2021,"dental hygienists",7000,26.06,54200,24.04,50010,2001,"Florida",16356966
"428","13","GA",1020,"dentists",2050,49.78,103550,44.94,93470,2001,"Georgia",8377038
"429","13","GA",1062,"family and general practitioners",2980,57.08,118730,63.7,132490,2001,"Georgia",8377038
"430","13","GA",1141,"registered nurses",55230,21.84,45420,21.27,44240,2001,"Georgia",8377038
"431","13","GA",2021,"dental hygienists",4090,23.24,48330,24.32,50590,2001,"Georgia",8377038
"432","15","HI",1020,"dentists",530,55.64,115720,53.91,112140,2001,"Hawaii",1225948
"433","15","HI",1062,"family and general practitioners",340,55.11,114640,62.27,129530,2001,"Hawaii",1225948
"434","15","HI",1141,"registered nurses",8120,27.1,56370,27.45,57090,2001,"Hawaii",1225948
"435","15","HI",2021,"dental hygienists",770,22.03,45820,23.43,48730,2001,"Hawaii",1225948
"436","16","ID",1020,"dentists",430,61.85,128640,NA,NA,2001,"Idaho",1319962
"437","16","ID",1062,"family and general practitioners",520,49.65,103270,55.17,114760,2001,"Idaho",1319962
"438","16","ID",1141,"registered nurses",9850,21.63,44990,20.89,43440,2001,"Idaho",1319962
"439","16","ID",2021,"dental hygienists",1010,25.66,53370,26.08,54250,2001,"Idaho",1319962
"440","17","IL",1020,"dentists",NA,36.89,76740,26.15,54390,2001,"Illinois",12488445
"441","17","IL",1062,"family and general practitioners",8790,55.94,116360,69.62,144800,2001,"Illinois",12488445
"442","17","IL",1141,"registered nurses",102880,22.52,46840,22.23,46250,2001,"Illinois",12488445
"443","17","IL",2021,"dental hygienists",3060,23.95,49810,25.25,52510,2001,"Illinois",12488445
"444","18","IN",1020,"dentists",1200,50.98,106040,57.8,120220,2001,"Indiana",6127760
"445","18","IN",1062,"family and general practitioners",2560,58.96,122640,66.05,137380,2001,"Indiana",6127760
"446","18","IN",1141,"registered nurses",48690,20.36,42350,20.2,42020,2001,"Indiana",6127760
"447","18","IN",2021,"dental hygienists",2780,22.72,47260,23.18,48220,2001,"Indiana",6127760
"448","19","IA",1020,"dentists",810,59.56,123880,NA,NA,2001,"Iowa",2931997
"449","19","IA",1062,"family and general practitioners",1470,56.66,117860,66.57,138470,2001,"Iowa",2931997
"450","19","IA",1141,"registered nurses",26980,18.81,39130,18.29,38050,2001,"Iowa",2931997
"451","19","IA",2021,"dental hygienists",1610,23.35,48570,24.02,49960,2001,"Iowa",2931997
"452","20","KS",1020,"dentists",450,50.36,104740,49.25,102450,2001,"Kansas",2702162
"453","20","KS",1062,"family and general practitioners",860,58.2,121050,64.77,134730,2001,"Kansas",2702162
"454","20","KS",1141,"registered nurses",22130,19.39,40330,18.84,39180,2001,"Kansas",2702162
"455","20","KS",2021,"dental hygienists",2150,24.39,50740,24.61,51190,2001,"Kansas",2702162
"456","21","KY",1020,"dentists",790,50.62,105280,51.71,107570,2001,"Kentucky",4068132
"457","21","KY",1062,"family and general practitioners",840,57.77,120160,61.05,126980,2001,"Kentucky",4068132
"458","21","KY",1141,"registered nurses",34290,20.29,42200,19.88,41350,2001,"Kentucky",4068132
"459","21","KY",2021,"dental hygienists",1180,19.71,40990,20.75,43170,2001,"Kentucky",4068132
"460","22","LA",1020,"dentists",1440,50.84,105740,57.62,119840,2001,"Louisiana",4477875
"461","22","LA",1062,"family and general practitioners",1490,53.81,111920,62.05,129060,2001,"Louisiana",4477875
"462","22","LA",1141,"registered nurses",35520,21.2,44100,20.72,43090,2001,"Louisiana",4477875
"463","22","LA",2021,"dental hygienists",1600,20.78,43210,23,47830,2001,"Louisiana",4477875
"464","23","ME",1020,"dentists",650,41.37,86050,32.93,68500,2001,"Maine",1285692
"465","23","ME",1062,"family and general practitioners",670,52.32,108830,53.95,112210,2001,"Maine",1285692
"466","23","ME",1141,"registered nurses",12180,21.67,45080,21.1,43890,2001,"Maine",1285692
"467","23","ME",2021,"dental hygienists",880,23.49,48860,23.7,49290,2001,"Maine",1285692
"468","24","MD",1020,"dentists",1700,56.86,118260,NA,NA,2001,"Maryland",5374691
"469","24","MD",1062,"family and general practitioners",7010,48.14,100130,50.2,104420,2001,"Maryland",5374691
