"","st","job_type","occ_code","tot_employment","annual_mean_income","year","State","Est_Population"
"361","NM","Dentists, All",1020,470,107690,2000,"New Mexico",1821204
"362","NM","Nurses",1141,10400,43110,2000,"New Mexico",1821204
"363","NM","Physicians and Surgeons, All",1060,3280,109581.981707317,2000,"New Mexico",1821204
"364","NV","Dental Hygienists",2021,830,74180,2000,"Nevada",2018741
"365","NV","Dentists, All",1020,830,127260,2000,"Nevada",2018741
"366","NV","Nurses",1141,11310,51200,2000,"Nevada",2018741
"367","NV","Physicians and Surgeons, All",1060,980,133758.571428571,2000,"Nevada",2018741
"368","NY","Dental Hygienists",2021,11140,47250,2000,"New York",19001780
"369","NY","Dentists, All",1020,6050,98100,2000,"New York",19001780
"370","NY","Nurses",1141,159670,50660,2000,"New York",19001780
"371","NY","Physicians and Surgeons, All",1060,19300,114651.445595855,2000,"New York",19001780
"372","OH","Dental Hygienists",2021,7080,49790,2000,"Ohio",11363543
"373","OH","Dentists, All",1020,0,NA,2000,"Ohio",11363543
"374","OH","Nurses",1141,100540,43280,2000,"Ohio",11363543
"375","OH","Physicians and Surgeons, All",1060,16020,122831.697877653,2000,"Ohio",11363543
"376","OK","Dental Hygienists",2021,1250,47600,2000,"Oklahoma",3454365
"377","OK","Dentists, All",1020,1310,107140,2000,"Oklahoma",3454365
"378","OK","Nurses",1141,22200,40260,2000,"Oklahoma",3454365
"379","OK","Physicians and Surgeons, All",1060,3410,125323.431085044,2000,"Oklahoma",3454365
"380","OR","Dental Hygienists",2021,1570,58030,2000,"Oregon",3429708
"381","OR","Nurses",1141,24180,49210,2000,"Oregon",3429708
"382","OR","Physicians and Surgeons, All",1060,1680,106877.44047619,2000,"Oregon",3429708
"383","PA","Dental Hygienists",2021,7870,42220,2000,"Pennsylvania",12284173
"384","PA","Dentists, All",1020,4110,112620,2000,"Pennsylvania",12284173
"385","PA","Nurses",1141,110720,43940,2000,"Pennsylvania",12284173
"386","PA","Physicians and Surgeons, All",1060,15720,121707.856234097,2000,"Pennsylvania",12284173
"387","RI","Dental Hygienists",2021,490,50620,2000,"Rhode Island",1050268
"388","RI","Dentists, All",1020,430,123260,2000,"Rhode Island",1050268
"389","RI","Nurses",1141,11130,47590,2000,"Rhode Island",1050268
"390","RI","Physicians and Surgeons, All",1060,790,109560.506329114,2000,"Rhode Island",1050268
"391","SC","Dental Hygienists",2021,1410,53440,2000,"South Carolina",4024223
"392","SC","Dentists, All",1020,1590,110350,2000,"South Carolina",4024223
"393","SC","Nurses",1141,26320,45150,2000,"South Carolina",4024223
"394","SC","Physicians and Surgeons, All",1060,3190,124748.307210031,2000,"South Carolina",4024223
"395","SD","Dental Hygienists",2021,280,40680,2000,"South Dakota",755844
"396","SD","Dentists, All",1020,280,73290,2000,"South Dakota",755844
"397","SD","Nurses",1141,8140,38230,2000,"South Dakota",755844
"398","SD","Physicians and Surgeons, All",1060,1040,115727.884615385,2000,"South Dakota",755844
"399","TN","Dental Hygienists",2021,1580,53610,2000,"Tennessee",5703719
"400","TN","Dentists, All",1020,780,112410,2000,"Tennessee",5703719
"401","TN","Nurses",1141,50610,44330,2000,"Tennessee",5703719
"402","TN","Physicians and Surgeons, All",1060,6350,120437.102362205,2000,"Tennessee",5703719
"403","TX","Dental Hygienists",2021,5280,52020,2000,"Texas",20944499
"404","TX","Dentists, All",1020,5050,112150,2000,"Texas",20944499
"405","TX","Nurses",1141,132880,43620,2000,"Texas",20944499
"406","TX","Physicians and Surgeons, All",1060,14540,111461.464924347,2000,"Texas",20944499
"407","UT","Dental Hygienists",2021,1210,69900,2000,"Utah",2244502
"408","UT","Dentists, All",1020,920,86950,2000,"Utah",2244502
"409","UT","Nurses",1141,13750,43680,2000,"Utah",2244502
"410","UT","Physicians and Surgeons, All",1060,1500,123201.333333333,2000,"Utah",2244502
"411","VA","Dental Hygienists",2021,3640,59290,2000,"Virginia",7105817
"412","VA","Dentists, All",1020,2200,120200,2000,"Virginia",7105817
"413","VA","Nurses",1141,46160,43370,2000,"Virginia",7105817
"414","VA","Physicians and Surgeons, All",1060,7520,118913.52393617,2000,"Virginia",7105817
"415","VT","Dental Hygienists",2021,620,40510,2000,"Vermont",609618
"416","VT","Dentists, All",1020,300,97400,2000,"Vermont",609618
"417","VT","Nurses",1141,4800,42490,2000,"Vermont",609618
"418","VT","Physicians and Surgeons, All",1060,760,96802.7631578947,2000,"Vermont",609618
"419","WA","Dental Hygienists",2021,5670,67020,2000,"Washington",5910512
"420","WA","Dentists, All",1020,990,124550,2000,"Washington",5910512
"421","WA","Nurses",1141,42380,50380,2000,"Washington",5910512
"422","WA","Physicians and Surgeons, All",1060,8960,116921.395089286,2000,"Washington",5910512
"423","WI","Dental Hygienists",2021,3230,47960,2000,"Wisconsin",5373999
"424","WI","Dentists, All",1020,1850,113210,2000,"Wisconsin",5373999
"425","WI","Nurses",1141,47940,44960,2000,"Wisconsin",5373999
"426","WI","Physicians and Surgeons, All",1060,4110,115189.343065693,2000,"Wisconsin",5373999
"427","WV","Dental Hygienists",2021,440,36300,2000,"West Virginia",1807021
"428","WV","Dentists, All",1020,390,101060,2000,"West Virginia",1807021
"429","WV","Nurses",1141,15910,39090,2000,"West Virginia",1807021
"430","WV","Physicians and Surgeons, All",1060,2670,126744.644194757,2000,"West Virginia",1807021
"431","WY","Dental Hygienists",2021,320,49580,2000,"Wyoming",494300
"432","WY","Dentists, All",1020,100,112800,2000,"Wyoming",494300
"433","WY","Nurses",1141,3510,37290,2000,"Wyoming",494300
"434","WY","Physicians and Surgeons, All",1060,350,122883.714285714,2000,"Wyoming",494300
"435","AK","Physicians and Surgeons, Family Practitioner",1062,210,120960,2000,"Alaska",627963
"436","AL","Physicians and Surgeons, Family Practitioner",1062,1400,111720,2000,"Alabama",4452173
"437","AR","Physicians and Surgeons, Family Practitioner",1062,800,116400,2000,"Arkansas",2678588
"438","AZ","Physicians and Surgeons, Family Practitioner",1062,1930,115410,2000,"Arizona",5160586
"439","CA","Physicians and Surgeons, Family Practitioner",1062,13750,77020,2000,"California",33987977
"440","CO","Physicians and Surgeons, Family Practitioner",1062,750,101900,2000,"Colorado",4326921
"441","CT","Physicians and Surgeons, Family Practitioner",1062,1270,112910,2000,"Connecticut",3411777
"442","DC","Physicians and Surgeons, Family Practitioner",1062,1060,105450,2000,"District of Columbia",572046
"443","DE","Physicians and Surgeons, Family Practitioner",1062,790,88830,2000,"Delaware",786373
"444","FL","Physicians and Surgeons, Family Practitioner",1062,8770,116410,2000,"Florida",16047515
"445","GA","Physicians and Surgeons, Family Practitioner",1062,3560,119130,2000,"Georgia",8227303
"446","HI","Physicians and Surgeons, Family Practitioner",1062,420,117110,2000,"Hawaii",1213519
"447","IA","Physicians and Surgeons, Family Practitioner",1062,1640,116280,2000,"Iowa",2929067
"448","ID","Physicians and Surgeons, Family Practitioner",1062,700,95180,2000,"Idaho",1299430
"449","IL","Physicians and Surgeons, Family Practitioner",1062,5180,96230,2000,"Illinois",12434161
"450","IN","Physicians and Surgeons, Family Practitioner",1062,2270,123940,2000,"Indiana",6091866
"451","KS","Physicians and Surgeons, Family Practitioner",1062,730,119320,2000,"Kansas",2693681
"452","KY","Physicians and Surgeons, Family Practitioner",1062,820,121890,2000,"Kentucky",4049021
"453","LA","Physicians and Surgeons, Family Practitioner",1062,1710,110690,2000,"Louisiana",4471885
"454","MA","Physicians and Surgeons, Family Practitioner",1062,3870,114660,2000,"Massachusetts",6361104
"455","MD","Physicians and Surgeons, Family Practitioner",1062,7380,94070,2000,"Maryland",5311034
"456","ME","Physicians and Surgeons, Family Practitioner",1062,680,111530,2000,"Maine",1277072
"457","MI","Physicians and Surgeons, Family Practitioner",1062,8290,118480,2000,"Michigan",9952450
"458","MN","Physicians and Surgeons, Family Practitioner",1062,2300,120520,2000,"Minnesota",4933692
"459","MO","Physicians and Surgeons, Family Practitioner",1062,2610,113670,2000,"Missouri",5607285
"460","MS","Physicians and Surgeons, Family Practitioner",1062,1080,98230,2000,"Mississippi",2848353
"461","MT","Physicians and Surgeons, Family Practitioner",1062,390,123450,2000,"Montana",903773
"462","NC","Physicians and Surgeons, Family Practitioner",1062,3530,117530,2000,"North Carolina",8081614
"463","ND","Physicians and Surgeons, Family Practitioner",1062,330,116930,2000,"North Dakota",642023
"464","NE","Physicians and Surgeons, Family Practitioner",1062,940,125030,2000,"Nebraska",1713820
"465","NH","Physicians and Surgeons, Family Practitioner",1062,660,122410,2000,"New Hampshire",1239882
"466","NJ","Physicians and Surgeons, Family Practitioner",1062,3360,117250,2000,"New Jersey",8430621
"467","NM","Physicians and Surgeons, Family Practitioner",1062,1830,108370,2000,"New Mexico",1821204
"468","NV","Physicians and Surgeons, Family Practitioner",1062,540,132090,2000,"Nevada",2018741
"469","NY","Physicians and Surgeons, Family Practitioner",1062,6400,99320,2000,"New York",19001780
"470","OH","Physicians and Surgeons, Family Practitioner",1062,7880,114530,2000,"Ohio",11363543
"471","OK","Physicians and Surgeons, Family Practitioner",1062,1890,112420,2000,"Oklahoma",3454365
"472","OR","Physicians and Surgeons, Family Practitioner",1062,1090,106360,2000,"Oregon",3429708
"473","PA","Physicians and Surgeons, Family Practitioner",1062,7060,111270,2000,"Pennsylvania",12284173
"474","RI","Physicians and Surgeons, Family Practitioner",1062,440,104770,2000,"Rhode Island",1050268
"475","SC","Physicians and Surgeons, Family Practitioner",1062,1030,120400,2000,"South Carolina",4024223
"476","SD","Physicians and Surgeons, Family Practitioner",1062,380,94570,2000,"South Dakota",755844
"477","TN","Physicians and Surgeons, Family Practitioner",1062,2380,103810,2000,"Tennessee",5703719
"478","TX","Physicians and Surgeons, Family Practitioner",1062,6260,108920,2000,"Texas",20944499
"479","UT","Physicians and Surgeons, Family Practitioner",1062,1120,121180,2000,"Utah",2244502
"480","VA","Physicians and Surgeons, Family Practitioner",1062,3520,111070,2000,"Virginia",7105817
"481","VT","Physicians and Surgeons, Family Practitioner",1062,340,95480,2000,"Vermont",609618
"482","WA","Physicians and Surgeons, Family Practitioner",1062,3650,113680,2000,"Washington",5910512
"483","WI","Physicians and Surgeons, Family Practitioner",1062,2410,116920,2000,"Wisconsin",5373999
"484","WV","Physicians and Surgeons, Family Practitioner",1062,1050,119000,2000,"West Virginia",1807021
"485","WY","Physicians and Surgeons, Family Practitioner",1062,210,114660,2000,"Wyoming",494300
"486","AK","Dental Hygienists",2021,450,63290,2001,"Alaska",633714
"487","AK","Dentists, All",1020,0,NA,2001,"Alaska",633714
"488","AK","Nurses",1141,4700,54620,2001,"Alaska",633714
"489","AK","Physicians and Surgeons, All",1060,300,116190,2001,"Alaska",633714
"490","AL","Dental Hygienists",2021,2280,32370,2001,"Alabama",4467634
"491","AL","Dentists, All",1020,840,115910,2001,"Alabama",4467634
"492","AL","Nurses",1141,34880,42510,2001,"Alabama",4467634
"493","AL","Physicians and Surgeons, All",1060,4260,125355.727699531,2001,"Alabama",4467634
"494","AR","Dental Hygienists",2021,1190,43080,2001,"Arkansas",2691571
"495","AR","Dentists, All",1020,510,115560,2001,"Arkansas",2691571
"496","AR","Nurses",1141,18110,39630,2001,"Arkansas",2691571
"497","AR","Physicians and Surgeons, All",1060,1750,126192.228571429,2001,"Arkansas",2691571
"498","AZ","Dental Hygienists",2021,2900,63520,2001,"Arizona",5273477
"499","AZ","Dentists, All",1020,2370,135150,2001,"Arizona",5273477
"500","AZ","Nurses",1141,30070,47480,2001,"Arizona",5273477
"501","AZ","Physicians and Surgeons, All",1060,2660,123728.421052632,2001,"Arizona",5273477
"502","CA","Dental Hygienists",2021,18720,80250,2001,"California",34479458
"503","CA","Dentists, All",1020,8790,124160,2001,"California",34479458
"504","CA","Nurses",1141,201070,57940,2001,"California",34479458
"505","CA","Physicians and Surgeons, All",1060,25450,108618.275049116,2001,"California",34479458
"506","CO","Dental Hygienists",2021,2720,63480,2001,"Colorado",4425687
"507","CO","Dentists, All",1020,1480,133040,2001,"Colorado",4425687
"508","CO","Nurses",1141,29520,47390,2001,"Colorado",4425687
"509","CO","Physicians and Surgeons, All",1060,3750,127039.786666667,2001,"Colorado",4425687
"510","CT","Dental Hygienists",2021,2980,57540,2001,"Connecticut",3432835
"511","CT","Dentists, All",1020,1760,107120,2001,"Connecticut",3432835
"512","CT","Nurses",1141,31330,53150,2001,"Connecticut",3432835
"513","CT","Physicians and Surgeons, All",1060,5490,117898.5428051,2001,"Connecticut",3432835
"514","DC","Dental Hygienists",2021,180,48850,2001,"District of Columbia",574504
"515","DC","Dentists, All",1020,260,93590,2001,"District of Columbia",574504
"516","DC","Nurses",1141,7940,53700,2001,"District of Columbia",574504
"517","DC","Physicians and Surgeons, All",1060,4890,77051.0838445808,2001,"District of Columbia",574504
"518","DE","Dental Hygienists",2021,510,47340,2001,"Delaware",795699
"519","DE","Dentists, All",1020,270,98470,2001,"Delaware",795699
"520","DE","Nurses",1141,6280,52860,2001,"Delaware",795699
"521","DE","Physicians and Surgeons, All",1060,970,96146.8041237113,2001,"Delaware",795699
"522","FL","Dental Hygienists",2021,7000,54200,2001,"Florida",16356966
"523","FL","Dentists, All",1020,5570,109270,2001,"Florida",16356966
"524","FL","Nurses",1141,144350,45370,2001,"Florida",16356966
"525","FL","Physicians and Surgeons, All",1060,19740,124184.554204661,2001,"Florida",16356966
"526","GA","Dental Hygienists",2021,4090,48330,2001,"Georgia",8377038
"527","GA","Dentists, All",1020,2050,103550,2001,"Georgia",8377038
"528","GA","Nurses",1141,55230,45420,2001,"Georgia",8377038
"529","GA","Physicians and Surgeons, All",1060,6480,126459.799382716,2001,"Georgia",8377038
"530","HI","Dental Hygienists",2021,770,45820,2001,"Hawaii",1225948
"531","HI","Dentists, All",1020,530,115720,2001,"Hawaii",1225948
"532","HI","Nurses",1141,8120,56370,2001,"Hawaii",1225948
"533","HI","Physicians and Surgeons, All",1060,670,104239.253731343,2001,"Hawaii",1225948
"534","IA","Dental Hygienists",2021,1610,48570,2001,"Iowa",2931997
"535","IA","Dentists, All",1020,810,123880,2001,"Iowa",2931997
"536","IA","Nurses",1141,26980,39130,2001,"Iowa",2931997
"537","IA","Physicians and Surgeons, All",1060,2620,123797.213740458,2001,"Iowa",2931997
"538","ID","Dental Hygienists",2021,1010,53370,2001,"Idaho",1319962
"539","ID","Dentists, All",1020,430,128640,2001,"Idaho",1319962
"540","ID","Nurses",1141,9850,44990,2001,"Idaho",1319962
"541","ID","Physicians and Surgeons, All",1060,600,106667.666666667,2001,"Idaho",1319962
"542","IL","Dental Hygienists",2021,3060,49810,2001,"Illinois",12488445
"543","IL","Dentists, All",1020,0,NA,2001,"Illinois",12488445
"544","IL","Nurses",1141,102880,46840,2001,"Illinois",12488445
"545","IL","Physicians and Surgeons, All",1060,16320,115976.930147059,2001,"Illinois",12488445
"546","IN","Dental Hygienists",2021,2780,47260,2001,"Indiana",6127760
"547","IN","Dentists, All",1020,1200,106040,2001,"Indiana",6127760
"548","IN","Nurses",1141,48690,42350,2001,"Indiana",6127760
"549","IN","Physicians and Surgeons, All",1060,6740,130087.611275964,2001,"Indiana",6127760
"550","KS","Dental Hygienists",2021,2150,50740,2001,"Kansas",2702162
"551","KS","Dentists, All",1020,450,104740,2001,"Kansas",2702162
"552","KS","Nurses",1141,22130,40330,2001,"Kansas",2702162
"553","KS","Physicians and Surgeons, All",1060,2660,129745.864661654,2001,"Kansas",2702162
"554","KY","Dental Hygienists",2021,1180,40990,2001,"Kentucky",4068132
"555","KY","Dentists, All",1020,790,105280,2001,"Kentucky",4068132
"556","KY","Nurses",1141,34290,42200,2001,"Kentucky",4068132
"557","KY","Physicians and Surgeons, All",1060,3670,129342.942779292,2001,"Kentucky",4068132
"558","LA","Dental Hygienists",2021,1600,43210,2001,"Louisiana",4477875
"559","LA","Dentists, All",1020,1440,105740,2001,"Louisiana",4477875
"560","LA","Nurses",1141,35520,44100,2001,"Louisiana",4477875
"561","LA","Physicians and Surgeons, All",1060,3030,126405.97359736,2001,"Louisiana",4477875
"562","MA","Dental Hygienists",2021,6100,58170,2001,"Massachusetts",6397634
"563","MA","Dentists, All",1020,1910,111520,2001,"Massachusetts",6397634
"564","MA","Nurses",1141,74200,52550,2001,"Massachusetts",6397634
"565","MA","Physicians and Surgeons, All",1060,7480,122331.778074866,2001,"Massachusetts",6397634
"566","MD","Dental Hygienists",2021,0,NA,2001,"Maryland",5374691
"567","MD","Dentists, All",1020,1700,118260,2001,"Maryland",5374691
"568","MD","Nurses",1141,44790,56770,2001,"Maryland",5374691
"569","MD","Physicians and Surgeons, All",1060,11590,108731.08714409,2001,"Maryland",5374691
"570","ME","Dental Hygienists",2021,880,48860,2001,"Maine",1285692
"571","ME","Dentists, All",1020,650,86050,2001,"Maine",1285692
"572","ME","Nurses",1141,12180,45080,2001,"Maine",1285692
"573","ME","Physicians and Surgeons, All",1060,1630,122717.423312883,2001,"Maine",1285692
"574","MI","Dental Hygienists",2021,7200,49330,2001,"Michigan",9991120
"575","MI","Dentists, All",1020,3850,123230,2001,"Michigan",9991120
"576","MI","Nurses",1141,76750,48510,2001,"Michigan",9991120
"577","MI","Physicians and Surgeons, All",1060,12670,128337.229676401,2001,"Michigan",9991120
"578","MN","Dental Hygienists",2021,4250,54660,2001,"Minnesota",4982796
"579","MN","Dentists, All",1020,1250,114120,2001,"Minnesota",4982796
"580","MN","Nurses",1141,49090,50360,2001,"Minnesota",4982796
"581","MN","Physicians and Surgeons, All",1060,5190,128026.666666667,2001,"Minnesota",4982796
"582","MO","Dental Hygienists",2021,1990,54620,2001,"Missouri",5641142
